Sale Price,No of Bedrooms,No of Bathrooms,No of Floors,Flat Area (in Sqft),Basement Area (in Sqft),Built Year,Renovation Year,Age of House (in Years),Years Since Renovation,Ever Renovated,Sale Price Bin
485257,4,2.5,2.0,2506,1305,2011,0,12,0,No,475K
503017,5,3.0,2.5,2559,1342,1905,0,118,0,No,500K
520777,2,1.0,1.0,2612,1379,1912,0,111,0,No,525K
538537,3,1.5,1.5,2665,1416,1919,0,104,0,No,550K
556297,4,2.0,2.0,2718,1453,1926,0,97,0,No,550K
574057,5,2.25,2.5,2771,1490,1933,1992,90,31,Yes,575K
591817,2,2.5,1.0,2824,1527,1940,0,83,0,No,600K
609577,3,3.0,1.5,2877,1564,1947,0,76,0,No,600K
627337,4,1.0,2.0,2930,1601,1954,0,69,0,No,625K
645097,5,1.5,2.5,2983,1638,1961,0,62,0,No,625K
662857,2,2.0,1.0,3036,1675,1968,0,55,0,No,625K
680617,3,2.25,1.5,3089,1712,1975,0,48,0,No,625K
698377,4,2.5,2.0,3142,1749,1982,1999,41,24,Yes,625K
716137,5,3.0,2.5,3195,1786,1989,0,34,0,No,625K
733897,2,1.0,1.0,3248,1823,1996,0,27,0,No,625K
751657,3,1.5,1.5,3301,1860,2003,0,20,0,No,625K
288937,4,2.0,2.0,3354,1897,2010,0,13,0,No,300K
306697,5,2.25,2.5,3407,1934,2017,0,6,0,No,300K
324457,2,2.5,1.0,3460,1971,1911,0,112,0,No,325K
342217,3,3.0,1.5,3513,2008,1918,2006,105,17,Yes,350K
359977,4,1.0,2.0,3566,2045,1925,0,98,0,No,350K
377737,5,1.5,2.5,3619,2082,1932,0,91,0,No,375K
395497,2,2.0,1.0,3672,2119,1939,0,84,0,No,400K
413257,3,2.25,1.5,3725,2156,1946,0,77,0,No,425K
431017,4,2.5,2.0,3778,2193,1953,0,70,0,No,425K
448777,5,3.0,2.5,3831,2230,1960,0,63,0,No,450K
466537,2,1.0,1.0,3884,2267,1967,2013,56,10,Yes,475K
484297,3,1.5,1.5,3937,2304,1974,0,49,0,No,475K
502057,4,2.0,2.0,3990,2341,1981,0,42,0,No,500K
519817,5,2.25,2.5,4043,1201,1988,0,35,0,No,525K
537577,2,2.5,1.0,4096,1238,1995,0,28,0,No,550K
555337,3,3.0,1.5,4149,1275,2002,0,21,0,No,550K
573097,4,1.0,2.0,4202,1312,2009,0,14,0,No,575K
590857,5,1.5,2.5,4255,1349,2016,1985,7,38,Yes,600K
608617,2,2.0,1.0,4308,1386,1910,0,113,0,No,600K
626377,3,2.25,1.5,4361,1423,1917,0,106,0,No,625K
644137,4,2.5,2.0,4414,1460,1924,0,99,0,No,625K
661897,5,3.0,2.5,4467,1497,1931,0,92,0,No,625K
679657,2,1.0,1.0,4520,1534,1938,0,85,0,No,625K
697417,3,1.5,1.5,4573,1571,1945,0,78,0,No,625K
715177,4,2.0,2.0,4626,1608,1952,1992,71,31,Yes,625K
732937,5,2.25,2.5,4679,1645,1959,0,64,0,No,625K
750697,2,2.5,1.0,4732,1682,1966,0,57,0,No,625K
287977,3,3.0,1.5,4785,1719,1973,0,50,0,No,300K
305737,4,1.0,2.0,4838,1756,1980,0,43,0,No,300K
323497,5,1.5,2.5,4891,1793,1987,0,36,0,No,325K
341257,2,2.0,1.0,4944,1830,1994,0,29,0,No,350K
359017,3,2.25,1.5,4997,1867,2001,1999,22,24,Yes,350K
376777,4,2.5,2.0,5050,1904,2008,0,15,0,No,375K
394537,5,3.0,2.5,5103,1941,2015,0,8,0,No,400K
412297,2,1.0,1.0,5156,1978,1909,0,114,0,No,400K
430057,3,1.5,1.5,5209,2015,1916,0,107,0,No,425K
447817,4,2.0,2.0,5262,2052,1923,0,100,0,No,450K
465577,5,2.25,2.5,5315,2089,1930,0,93,0,No,475K
483337,2,2.5,1.0,5368,2126,1937,2006,86,17,Yes,475K
501097,3,3.0,1.5,5421,2163,1944,0,79,0,No,500K
518857,4,1.0,2.0,5474,2200,1951,0,72,0,No,525K
536617,5,1.5,2.5,927,2237,1958,0,65,0,No,525K
554377,2,2.0,1.0,980,2274,1965,0,58,0,No,550K
572137,3,2.25,1.5,1033,2311,1972,0,51,0,No,575K
589897,4,2.5,2.0,1086,2348,1979,0,44,0,No,600K
607657,5,3.0,2.5,1139,1208,1986,2013,37,10,Yes,600K
625417,2,1.0,1.0,1192,1245,1993,0,30,0,No,625K
643177,3,1.5,1.5,1245,1282,2000,0,23,0,No,625K
660937,4,2.0,2.0,1298,1319,2007,0,16,0,No,625K
678697,5,2.25,2.5,1351,1356,2014,0,9,0,No,625K
696457,2,2.5,1.0,1404,1393,1908,0,115,0,No,625K
714217,3,3.0,1.5,1457,1430,1915,0,108,0,No,625K
731977,4,1.0,2.0,1510,1467,1922,1985,101,38,Yes,625K
749737,5,1.5,2.5,1563,1504,1929,0,94,0,No,625K
287017,2,2.0,1.0,1616,1541,1936,0,87,0,No,275K
304777,3,2.25,1.5,1669,1578,1943,0,80,0,No,300K
322537,4,2.5,2.0,1722,1615,1950,0,73,0,No,325K
340297,5,3.0,2.5,1775,1652,1957,0,66,0,No,350K
358057,2,1.0,1.0,1828,1689,1964,0,59,0,No,350K
375817,3,1.5,1.5,1881,1726,1971,1992,52,31,Yes,375K
393577,4,2.0,2.0,1934,1763,1978,0,45,0,No,400K
411337,5,2.25,2.5,1987,1800,1985,0,38,0,No,400K
429097,2,2.5,1.0,2040,1837,1992,0,31,0,No,425K
446857,3,3.0,1.5,2093,1874,1999,0,24,0,No,450K
464617,4,1.0,2.0,2146,1911,2006,0,17,0,No,475K
482377,5,1.5,2.5,2199,1948,2013,0,10,0,No,475K
500137,2,2.0,1.0,2252,1985,1907,1999,116,24,Yes,500K
517897,3,2.25,1.5,2305,2022,1914,0,109,0,No,525K
535657,4,2.5,2.0,2358,2059,1921,0,102,0,No,525K
553417,5,3.0,2.5,2411,2096,1928,0,95,0,No,550K
571177,2,1.0,1.0,2464,2133,1935,0,88,0,No,575K
588937,3,1.5,1.5,2517,2170,1942,0,81,0,No,600K
606697,4,2.0,2.0,2570,2207,1949,0,74,0,No,600K
624457,5,2.25,2.5,2623,2244,1956,2006,67,17,Yes,625K
642217,2,2.5,1.0,2676,2281,1963,0,60,0,No,625K
659977,3,3.0,1.5,2729,2318,1970,0,53,0,No,625K
677737,4,1.0,2.0,2782,2355,1977,0,46,0,No,625K
695497,5,1.5,2.5,2835,1215,1984,0,39,0,No,625K
713257,2,2.0,1.0,2888,1252,1991,0,32,0,No,625K
731017,3,2.25,1.5,2941,1289,1998,0,25,0,No,625K
748777,4,2.5,2.0,2994,1326,2005,2013,18,10,Yes,625K
286057,5,3.0,2.5,3047,1363,2012,0,11,0,No,275K
303817,2,1.0,1.0,3100,1400,1906,0,117,0,No,300K
321577,3,1.5,1.5,3153,1437,1913,0,110,0,No,325K
339337,4,2.0,2.0,3206,1474,1920,0,103,0,No,350K
357097,5,2.25,2.5,3259,1511,1927,0,96,0,No,350K
374857,2,2.5,1.0,3312,1548,1934,0,89,0,No,375K
392617,3,3.0,1.5,3365,1585,1941,1985,82,38,Yes,400K
410377,4,1.0,2.0,3418,1622,1948,0,75,0,No,400K
428137,5,1.5,2.5,3471,1659,1955,0,68,0,No,425K
445897,2,2.0,1.0,3524,1696,1962,0,61,0,No,450K
463657,3,2.25,1.5,3577,1733,1969,0,54,0,No,475K
481417,4,2.5,2.0,3630,1770,1976,0,47,0,No,475K
499177,5,3.0,2.5,3683,1807,1983,0,40,0,No,500K
516937,2,1.0,1.0,3736,1844,1990,1992,33,31,Yes,525K
534697,3,1.5,1.5,3789,1881,1997,0,26,0,No,525K
552457,4,2.0,2.0,3842,1918,2004,0,19,0,No,550K
570217,5,2.25,2.5,3895,1955,2011,0,12,0,No,575K
587977,2,2.5,1.0,3948,1992,1905,0,118,0,No,600K
605737,3,3.0,1.5,4001,2029,1912,0,111,0,No,600K
623497,4,1.0,2.0,4054,2066,1919,0,104,0,No,625K
641257,5,1.5,2.5,4107,2103,1926,1999,97,24,Yes,625K
659017,2,2.0,1.0,4160,2140,1933,0,90,0,No,625K
676777,3,2.25,1.5,4213,2177,1940,0,83,0,No,625K
694537,4,2.5,2.0,4266,2214,1947,0,76,0,No,625K
712297,5,3.0,2.5,4319,2251,1954,0,69,0,No,625K
730057,2,1.0,1.0,4372,2288,1961,0,62,0,No,625K
747817,3,1.5,1.5,4425,2325,1968,0,55,0,No,625K
285097,4,2.0,2.0,4478,2362,1975,2006,48,17,Yes,275K
302857,5,2.25,2.5,4531,1222,1982,0,41,0,No,300K
320617,2,2.5,1.0,4584,1259,1989,0,34,0,No,325K
338377,3,3.0,1.5,4637,1296,1996,0,27,0,No,350K
356137,4,1.0,2.0,4690,1333,2003,0,20,0,No,350K
373897,5,1.5,2.5,4743,1370,2010,0,13,0,No,375K
391657,2,2.0,1.0,4796,1407,2017,0,6,0,No,400K
409417,3,2.25,1.5,4849,1444,1911,2013,112,10,Yes,400K
427177,4,2.5,2.0,4902,1481,1918,0,105,0,No,425K
444937,5,3.0,2.5,4955,1518,1925,0,98,0,No,450K
462697,2,1.0,1.0,5008,1555,1932,0,91,0,No,475K
480457,3,1.5,1.5,5061,1592,1939,0,84,0,No,475K
498217,4,2.0,2.0,5114,1629,1946,0,77,0,No,500K
515977,5,2.25,2.5,5167,1666,1953,0,70,0,No,525K
533737,2,2.5,1.0,5220,1703,1960,1985,63,38,Yes,525K
551497,3,3.0,1.5,5273,1740,1967,0,56,0,No,550K
569257,4,1.0,2.0,5326,1777,1974,0,49,0,No,575K
587017,5,1.5,2.5,5379,1814,1981,0,42,0,No,575K
604777,2,2.0,1.0,5432,1851,1988,0,35,0,No,600K
622537,3,2.25,1.5,5485,1888,1995,0,28,0,No,625K
640297,4,2.5,2.0,938,1925,2002,0,21,0,No,625K
658057,5,3.0,2.5,991,1962,2009,1992,14,31,Yes,625K
675817,2,1.0,1.0,1044,1999,2016,0,7,0,No,625K
693577,3,1.5,1.5,1097,2036,1910,0,113,0,No,625K
711337,4,2.0,2.0,1150,2073,1917,0,106,0,No,625K
729097,5,2.25,2.5,1203,2110,1924,0,99,0,No,625K
746857,2,2.5,1.0,1256,2147,1931,0,92,0,No,625K
284137,3,3.0,1.5,1309,2184,1938,0,85,0,No,275K
301897,4,1.0,2.0,1362,2221,1945,1999,78,24,Yes,300K
319657,5,1.5,2.5,1415,2258,1952,0,71,0,No,325K
337417,2,2.0,1.0,1468,2295,1959,0,64,0,No,325K
355177,3,2.25,1.5,1521,2332,1966,0,57,0,No,350K
372937,4,2.5,2.0,1574,2369,1973,0,50,0,No,375K
390697,5,3.0,2.5,1627,1229,1980,0,43,0,No,400K
408457,2,1.0,1.0,1680,1266,1987,0,36,0,No,400K
426217,3,1.5,1.5,1733,1303,1994,2006,29,17,Yes,425K
443977,4,2.0,2.0,1786,1340,2001,0,22,0,No,450K
461737,5,2.25,2.5,1839,1377,2008,0,15,0,No,450K
479497,2,2.5,1.0,1892,1414,2015,0,8,0,No,475K
497257,3,3.0,1.5,1945,1451,1909,0,114,0,No,500K
515017,4,1.0,2.0,1998,1488,1916,0,107,0,No,525K
532777,5,1.5,2.5,2051,1525,1923,0,100,0,No,525K
550537,2,2.0,1.0,2104,1562,1930,2013,93,10,Yes,550K
568297,3,2.25,1.5,2157,1599,1937,0,86,0,No,575K
586057,4,2.5,2.0,2210,1636,1944,0,79,0,No,575K
603817,5,3.0,2.5,2263,1673,1951,0,72,0,No,600K
621577,2,1.0,1.0,2316,1710,1958,0,65,0,No,625K
639337,3,1.5,1.5,2369,1747,1965,0,58,0,No,625K
657097,4,2.0,2.0,2422,1784,1972,0,51,0,No,625K
674857,5,2.25,2.5,2475,1821,1979,1985,44,38,Yes,625K
692617,2,2.5,1.0,2528,1858,1986,0,37,0,No,625K
710377,3,3.0,1.5,2581,1895,1993,0,30,0,No,625K
728137,4,1.0,2.0,2634,1932,2000,0,23,0,No,625K
745897,5,1.5,2.5,2687,1969,2007,0,16,0,No,625K
283177,2,2.0,1.0,2740,2006,2014,0,9,0,No,275K
300937,3,2.25,1.5,2793,2043,1908,0,115,0,No,300K
318697,4,2.5,2.0,2846,2080,1915,1992,108,31,Yes,325K
336457,5,3.0,2.5,2899,2117,1922,0,101,0,No,325K
354217,2,1.0,1.0,2952,2154,1929,0,94,0,No,350K
371977,3,1.5,1.5,3005,2191,1936,0,87,0,No,375K
389737,4,2.0,2.0,3058,2228,1943,0,80,0,No,400K
407497,5,2.25,2.5,3111,2265,1950,0,73,0,No,400K
425257,2,2.5,1.0,3164,2302,1957,0,66,0,No,425K
443017,3,3.0,1.5,3217,2339,1964,1999,59,24,Yes,450K
460777,4,1.0,2.0,3270,2376,1971,0,52,0,No,450K
478537,5,1.5,2.5,3323,1236,1978,0,45,0,No,475K
496297,2,2.0,1.0,3376,1273,1985,0,38,0,No,500K
514057,3,2.25,1.5,3429,1310,1992,0,31,0,No,525K
531817,4,2.5,2.0,3482,1347,1999,0,24,0,No,525K
549577,5,3.0,2.5,3535,1384,2006,0,17,0,No,550K
567337,2,1.0,1.0,3588,1421,2013,2006,10,17,Yes,575K
585097,3,1.5,1.5,3641,1458,1907,0,116,0,No,575K
602857,4,2.0,2.0,3694,1495,1914,0,109,0,No,600K
620617,5,2.25,2.5,3747,1532,1921,0,102,0,No,625K
638377,2,2.5,1.0,3800,1569,1928,0,95,0,No,625K
656137,3,3.0,1.5,3853,1606,1935,0,88,0,No,625K
673897,4,1.0,2.0,3906,1643,1942,0,81,0,No,625K
691657,5,1.5,2.5,3959,1680,1949,2013,74,10,Yes,625K
709417,2,2.0,1.0,4012,1717,1956,0,67,0,No,625K
727177,3,2.25,1.5,4065,1754,1963,0,60,0,No,625K
744937,4,2.5,2.0,4118,1791,1970,0,53,0,No,625K
282217,5,3.0,2.5,4171,1828,1977,0,46,0,No,275K
299977,2,1.0,1.0,4224,1865,1984,0,39,0,No,300K
317737,3,1.5,1.5,4277,1902,1991,0,32,0,No,325K
335497,4,2.0,2.0,4330,1939,1998,1985,25,38,Yes,325K
353257,5,2.25,2.5,4383,1976,2005,0,18,0,No,350K
371017,2,2.5,1.0,4436,2013,2012,0,11,0,No,375K
388777,3,3.0,1.5,4489,2050,1906,0,117,0,No,400K
406537,4,1.0,2.0,4542,2087,1913,0,110,0,No,400K
424297,5,1.5,2.5,4595,2124,1920,0,103,0,No,425K
442057,2,2.0,1.0,4648,2161,1927,0,96,0,No,450K
459817,3,2.25,1.5,4701,2198,1934,1992,89,31,Yes,450K
477577,4,2.5,2.0,4754,2235,1941,0,82,0,No,475K
495337,5,3.0,2.5,4807,2272,1948,0,75,0,No,500K
513097,2,1.0,1.0,4860,2309,1955,0,68,0,No,525K
530857,3,1.5,1.5,4913,2346,1962,0,61,0,No,525K
548617,4,2.0,2.0,4966,1206,1969,0,54,0,No,550K
566377,5,2.25,2.5,5019,1243,1976,0,47,0,No,575K
584137,2,2.5,1.0,5072,1280,1983,1999,40,24,Yes,575K
601897,3,3.0,1.5,5125,1317,1990,0,33,0,No,600K
619657,4,1.0,2.0,5178,1354,1997,0,26,0,No,625K
637417,5,1.5,2.5,5231,1391,2004,0,19,0,No,625K
655177,2,2.0,1.0,5284,1428,2011,0,12,0,No,625K
672937,3,2.25,1.5,5337,1465,1905,0,118,0,No,625K
690697,4,2.5,2.0,5390,1502,1912,0,111,0,No,625K
708457,5,3.0,2.5,5443,1539,1919,2006,104,17,Yes,625K
726217,2,1.0,1.0,5496,1576,1926,0,97,0,No,625K
743977,3,1.5,1.5,949,1613,1933,0,90,0,No,625K
281257,4,2.0,2.0,1002,1650,1940,0,83,0,No,275K
299017,5,2.25,2.5,1055,1687,1947,0,76,0,No,300K
316777,2,2.5,1.0,1108,1724,1954,0,69,0,No,325K
334537,3,3.0,1.5,1161,1761,1961,0,62,0,No,325K
352297,4,1.0,2.0,1214,1798,1968,2013,55,10,Yes,350K
370057,5,1.5,2.5,1267,1835,1975,0,48,0,No,375K
387817,2,2.0,1.0,1320,1872,1982,0,41,0,No,400K
405577,3,2.25,1.5,1373,1909,1989,0,34,0,No,400K
423337,4,2.5,2.0,1426,1946,1996,0,27,0,No,425K
441097,5,3.0,2.5,1479,1983,2003,0,20,0,No,450K
458857,2,1.0,1.0,1532,2020,2010,0,13,0,No,450K
476617,3,1.5,1.5,1585,2057,2017,1985,6,38,Yes,475K
494377,4,2.0,2.0,1638,2094,1911,0,112,0,No,500K
512137,5,2.25,2.5,1691,2131,1918,0,105,0,No,500K
529897,2,2.5,1.0,1744,2168,1925,0,98,0,No,525K
547657,3,3.0,1.5,1797,2205,1932,0,91,0,No,550K
565417,4,1.0,2.0,1850,2242,1939,0,84,0,No,575K
583177,5,1.5,2.5,1903,2279,1946,0,77,0,No,575K
600937,2,2.0,1.0,1956,2316,1953,1992,70,31,Yes,600K
618697,3,2.25,1.5,2009,2353,1960,0,63,0,No,625K
636457,4,2.5,2.0,2062,1213,1967,0,56,0,No,625K
654217,5,3.0,2.5,2115,1250,1974,0,49,0,No,625K
671977,2,1.0,1.0,2168,1287,1981,0,42,0,No,625K
689737,3,1.5,1.5,2221,1324,1988,0,35,0,No,625K
707497,4,2.0,2.0,2274,1361,1995,0,28,0,No,625K
725257,5,2.25,2.5,2327,1398,2002,1999,21,24,Yes,625K
743017,2,2.5,1.0,2380,1435,2009,0,14,0,No,625K
280297,3,3.0,1.5,2433,1472,2016,0,7,0,No,275K
298057,4,1.0,2.0,2486,1509,1910,0,113,0,No,300K
315817,5,1.5,2.5,2539,1546,1917,0,106,0,No,325K
333577,2,2.0,1.0,2592,1583,1924,0,99,0,No,325K
351337,3,2.25,1.5,2645,1620,1931,0,92,0,No,350K
369097,4,2.5,2.0,2698,1657,1938,2006,85,17,Yes,375K
386857,5,3.0,2.5,2751,1694,1945,0,78,0,No,375K
404617,2,1.0,1.0,2804,1731,1952,0,71,0,No,400K
422377,3,1.5,1.5,2857,1768,1959,0,64,0,No,425K
440137,4,2.0,2.0,2910,1805,1966,0,57,0,No,450K
457897,5,2.25,2.5,2963,1842,1973,0,50,0,No,450K
475657,2,2.5,1.0,3016,1879,1980,0,43,0,No,475K
493417,3,3.0,1.5,3069,1916,1987,2013,36,10,Yes,500K
511177,4,1.0,2.0,3122,1953,1994,0,29,0,No,500K
528937,5,1.5,2.5,3175,1990,2001,0,22,0,No,525K
546697,2,2.0,1.0,3228,2027,2008,0,15,0,No,550K
564457,3,2.25,1.5,3281,2064,2015,0,8,0,No,575K
582217,4,2.5,2.0,3334,2101,1909,0,114,0,No,575K
599977,5,3.0,2.5,3387,2138,1916,0,107,0,No,600K
617737,2,1.0,1.0,3440,2175,1923,1985,100,38,Yes,625K
635497,3,1.5,1.5,3493,2212,1930,0,93,0,No,625K
653257,4,2.0,2.0,3546,2249,1937,0,86,0,No,625K
671017,5,2.25,2.5,3599,2286,1944,0,79,0,No,625K
688777,2,2.5,1.0,3652,2323,1951,0,72,0,No,625K
706537,3,3.0,1.5,3705,2360,1958,0,65,0,No,625K
724297,4,1.0,2.0,3758,1220,1965,0,58,0,No,625K
742057,5,1.5,2.5,3811,1257,1972,1992,51,31,Yes,625K
279337,2,2.0,1.0,3864,1294,1979,0,44,0,No,275K
297097,3,2.25,1.5,3917,1331,1986,0,37,0,No,300K
314857,4,2.5,2.0,3970,1368,1993,0,30,0,No,325K
332617,5,3.0,2.5,4023,1405,2000,0,23,0,No,325K
350377,2,1.0,1.0,4076,1442,2007,0,16,0,No,350K
368137,3,1.5,1.5,4129,1479,2014,0,9,0,No,375K
385897,4,2.0,2.0,4182,1516,1908,1999,115,24,Yes,375K
403657,5,2.25,2.5,4235,1553,1915,0,108,0,No,400K
421417,2,2.5,1.0,4288,1590,1922,0,101,0,No,425K
439177,3,3.0,1.5,4341,1627,1929,0,94,0,No,450K
456937,4,1.0,2.0,4394,1664,1936,0,87,0,No,450K
474697,5,1.5,2.5,4447,1701,1943,0,80,0,No,475K
492457,2,2.0,1.0,4500,1738,1950,0,73,0,No,500K
510217,3,2.25,1.5,4553,1775,1957,2006,66,17,Yes,500K
527977,4,2.5,2.0,4606,1812,1964,0,59,0,No,525K
545737,5,3.0,2.5,4659,1849,1971,0,52,0,No,550K
563497,2,1.0,1.0,4712,1886,1978,0,45,0,No,575K
581257,3,1.5,1.5,4765,1923,1985,0,38,0,No,575K
599017,4,2.0,2.0,4818,1960,1992,0,31,0,No,600K
616777,5,2.25,2.5,4871,1997,1999,0,24,0,No,625K
634537,2,2.5,1.0,4924,2034,2006,2013,17,10,Yes,625K
652297,3,3.0,1.5,4977,2071,2013,0,10,0,No,625K
670057,4,1.0,2.0,5030,2108,1907,0,116,0,No,625K
687817,5,1.5,2.5,5083,2145,1914,0,109,0,No,625K
705577,2,2.0,1.0,5136,2182,1921,0,102,0,No,625K
723337,3,2.25,1.5,5189,2219,1928,0,95,0,No,625K
741097,4,2.5,2.0,5242,2256,1935,0,88,0,No,625K
278377,5,3.0,2.5,5295,2293,1942,1985,81,38,Yes,275K
296137,2,1.0,1.0,5348,2330,1949,0,74,0,No,300K
313897,3,1.5,1.5,5401,2367,1956,0,67,0,No,325K
331657,4,2.0,2.0,5454,1227,1963,0,60,0,No,325K
349417,5,2.25,2.5,907,1264,1970,0,53,0,No,350K
367177,2,2.5,1.0,960,1301,1977,0,46,0,No,375K
384937,3,3.0,1.5,1013,1338,1984,0,39,0,No,375K
402697,4,1.0,2.0,1066,1375,1991,1992,32,31,Yes,400K
420457,5,1.5,2.5,1119,1412,1998,0,25,0,No,425K
438217,2,2.0,1.0,1172,1449,2005,0,18,0,No,450K
455977,3,2.25,1.5,1225,1486,2012,0,11,0,No,450K
473737,4,2.5,2.0,1278,1523,1906,0,117,0,No,475K
491497,5,3.0,2.5,1331,1560,1913,0,110,0,No,500K
509257,2,1.0,1.0,1384,1597,1920,0,103,0,No,500K
527017,3,1.5,1.5,1437,1634,1927,1999,96,24,Yes,525K
544777,4,2.0,2.0,1490,1671,1934,0,89,0,No,550K
562537,5,2.25,2.5,1543,1708,1941,0,82,0,No,575K
580297,2,2.5,1.0,1596,1745,1948,0,75,0,No,575K
598057,3,3.0,1.5,1649,1782,1955,0,68,0,No,600K
615817,4,1.0,2.0,1702,1819,1962,0,61,0,No,625K
633577,5,1.5,2.5,1755,1856,1969,0,54,0,No,625K
651337,2,2.0,1.0,1808,1893,1976,2006,47,17,Yes,625K
669097,3,2.25,1.5,1861,1930,1983,0,40,0,No,625K
686857,4,2.5,2.0,1914,1967,1990,0,33,0,No,625K
704617,5,3.0,2.5,1967,2004,1997,0,26,0,No,625K
722377,2,1.0,1.0,2020,2041,2004,0,19,0,No,625K
740137,3,1.5,1.5,2073,2078,2011,0,12,0,No,625K
277417,4,2.0,2.0,2126,2115,1905,0,118,0,No,275K
295177,5,2.25,2.5,2179,2152,1912,2013,111,10,Yes,300K
312937,2,2.5,1.0,2232,2189,1919,0,104,0,No,325K
330697,3,3.0,1.5,2285,2226,1926,0,97,0,No,325K
348457,4,1.0,2.0,2338,2263,1933,0,90,0,No,350K
366217,5,1.5,2.5,2391,2300,1940,0,83,0,No,375K
383977,2,2.0,1.0,2444,2337,1947,0,76,0,No,375K
401737,3,2.25,1.5,2497,2374,1954,0,69,0,No,400K
419497,4,2.5,2.0,2550,1234,1961,1985,62,38,Yes,425K
437257,5,3.0,2.5,2603,1271,1968,0,55,0,No,425K
455017,2,1.0,1.0,2656,1308,1975,0,48,0,No,450K
472777,3,1.5,1.5,2709,1345,1982,0,41,0,No,475K
490537,4,2.0,2.0,2762,1382,1989,0,34,0,No,500K
508297,5,2.25,2.5,2815,1419,1996,0,27,0,No,500K
526057,2,2.5,1.0,2868,1456,2003,0,20,0,No,525K
543817,3,3.0,1.5,2921,1493,2010,1992,13,31,Yes,550K
561577,4,1.0,2.0,2974,1530,2017,0,6,0,No,550K
579337,5,1.5,2.5,3027,1567,1911,0,112,0,No,575K
597097,2,2.0,1.0,3080,1604,1918,0,105,0,No,600K
614857,3,2.25,1.5,3133,1641,1925,0,98,0,No,625K
632617,4,2.5,2.0,3186,1678,1932,0,91,0,No,625K
650377,5,3.0,2.5,3239,1715,1939,0,84,0,No,625K
668137,2,1.0,1.0,3292,1752,1946,1999,77,24,Yes,625K
685897,3,1.5,1.5,3345,1789,1953,0,70,0,No,625K
703657,4,2.0,2.0,3398,1826,1960,0,63,0,No,625K
721417,5,2.25,2.5,3451,1863,1967,0,56,0,No,625K
739177,2,2.5,1.0,3504,1900,1974,0,49,0,No,625K
276457,3,3.0,1.5,3557,1937,1981,0,42,0,No,275K
294217,4,1.0,2.0,3610,1974,1988,0,35,0,No,300K
311977,5,1.5,2.5,3663,2011,1995,2006,28,17,Yes,300K
329737,2,2.0,1.0,3716,2048,2002,0,21,0,No,325K
347497,3,2.25,1.5,3769,2085,2009,0,14,0,No,350K
365257,4,2.5,2.0,3822,2122,2016,0,7,0,No,375K
383017,5,3.0,2.5,3875,2159,1910,0,113,0,No,375K
400777,2,1.0,1.0,3928,2196,1917,0,106,0,No,400K
418537,3,1.5,1.5,3981,2233,1924,0,99,0,No,425K
436297,4,2.0,2.0,4034,2270,1931,2013,92,10,Yes,425K
454057,5,2.25,2.5,4087,2307,1938,0,85,0,No,450K
471817,2,2.5,1.0,4140,2344,1945,0,78,0,No,475K
489577,3,3.0,1.5,4193,1204,1952,0,71,0,No,500K
507337,4,1.0,2.0,4246,1241,1959,0,64,0,No,500K
525097,5,1.5,2.5,4299,1278,1966,0,57,0,No,525K
542857,2,2.0,1.0,4352,1315,1973,0,50,0,No,550K
560617,3,2.25,1.5,4405,1352,1980,1985,43,38,Yes,550K
578377,4,2.5,2.0,4458,1389,1987,0,36,0,No,575K
596137,5,3.0,2.5,4511,1426,1994,0,29,0,No,600K
613897,2,1.0,1.0,4564,1463,2001,0,22,0,No,625K
631657,3,1.5,1.5,4617,1500,2008,0,15,0,No,625K
649417,4,2.0,2.0,4670,1537,2015,0,8,0,No,625K
667177,5,2.25,2.5,4723,1574,1909,0,114,0,No,625K
684937,2,2.5,1.0,4776,1611,1916,1992,107,31,Yes,625K
702697,3,3.0,1.5,4829,1648,1923,0,100,0,No,625K
720457,4,1.0,2.0,4882,1685,1930,0,93,0,No,625K
738217,5,1.5,2.5,4935,1722,1937,0,86,0,No,625K
275497,2,2.0,1.0,4988,1759,1944,0,79,0,No,275K
293257,3,2.25,1.5,5041,1796,1951,0,72,0,No,300K
311017,4,2.5,2.0,5094,1833,1958,0,65,0,No,300K
328777,5,3.0,2.5,5147,1870,1965,1999,58,24,Yes,325K
346537,2,1.0,1.0,5200,1907,1972,0,51,0,No,350K
364297,3,1.5,1.5,5253,1944,1979,0,44,0,No,375K
382057,4,2.0,2.0,5306,1981,1986,0,37,0,No,375K
399817,5,2.25,2.5,5359,2018,1993,0,30,0,No,400K
417577,2,2.5,1.0,5412,2055,2000,0,23,0,No,425K
435337,3,3.0,1.5,5465,2092,2007,0,16,0,No,425K
453097,4,1.0,2.0,918,2129,2014,2006,9,17,Yes,450K
470857,5,1.5,2.5,971,2166,1908,0,115,0,No,475K
488617,2,2.0,1.0,1024,2203,1915,0,108,0,No,500K
506377,3,2.25,1.5,1077,2240,1922,0,101,0,No,500K
524137,4,2.5,2.0,1130,2277,1929,0,94,0,No,525K
541897,5,3.0,2.5,1183,2314,1936,0,87,0,No,550K
559657,2,1.0,1.0,1236,2351,1943,0,80,0,No,550K
577417,3,1.5,1.5,1289,1211,1950,2013,73,10,Yes,575K
595177,4,2.0,2.0,1342,1248,1957,0,66,0,No,600K
612937,5,2.25,2.5,1395,1285,1964,0,59,0,No,625K
630697,2,2.5,1.0,1448,1322,1971,0,52,0,No,625K
648457,3,3.0,1.5,1501,1359,1978,0,45,0,No,625K
